ADR_EGAID,STR_ESID,BDG_EGID,STN_LABEL,ADR_NUMBER,ZIP_LABEL,COM_FOSNR,COM_CANTON,ADR_STATUS,ADR_OFFICIAL,ADR_MODIFIED,ADR_EASTING,ADR_NORTHING
102003974,10031985,496895,Hofgut,682,9056 Gais,3022,AR,real,True,23.07.2024,2754495,1248983
102003975,10067626,500401,Hinteres Nord,1,9410 Heiden,3032,AR,real,True,23.07.2024,2757511,1257445
102003976,10031644,500083,Dorf,69,9035 Grub AR,3031,AR,real,True,23.07.2024,2756134,1257358
102003978,10091279,499568,Unterbach,22,9043 Trogen,3025,AR,real,True,23.07.2024,2752374,1251566
102003983,10182112,499389,Sägli,4,9043 Trogen,3025,AR,real,True,23.07.2024,2752190,1252411
102003987,10113224,492244,Bahnhofstrasse,13,9100 Herisau,3001,AR,real,False,23.07.2024,2738849,1250086
102003988,10073125,491870,Cilanderstrasse,9,9100 Herisau,3001,AR,real,True,23.07.2024,2738454,1250085
102003989,10032230,498625,Im Holz,8,9053 Teufen AR,3024,AR,real,True,23.07.2024,2746135,1250401
102003990,10030992,502256,Oberhard,3,9411 Reute AR,3035,AR,real,True,23.07.2024,2760226,1252693
102003991,10182122,500817,Vordorf,9,9410 Heiden,3032,AR,real,True,23.07.2024,2757963,1256908
102003993,10066226,499461,Kantonsschulstrasse,18,9043 Trogen,3025,AR,real,True,23.07.2024,2752660,1252866
102003995,10121209,500329,Schlipf,103,9410 Heiden,3032,AR,real,True,23.07.2024,2758013,1257971
102003997,10187876,491609,Bruggereggstrasse,21,9100 Herisau,3001,AR,real,True,23.07.2024,2737856,1249090
102003998,10091421,490614,Haldenweg,24,9100 Herisau,3001,AR,real,True,23.07.2024,2739780,1250124
102003999,10136263,502378,Rohnen,8,9411 Schachen b. Reute,3035,AR,real,True,23.07.2024,2760324,1254700
102004000,10130101,494668,Oberes Moos,20,9107 Urnäsch,3006,AR,real,True,23.07.2024,2738796,1241590
102004002,10067983,503689,Tobelmühle,345,9425 Thal,3038,AR,real,True,23.07.2024,2759946,1259160
102004008,10073143,492660,Scheffelstrasse,4,9100 Herisau,3001,AR,real,True,23.07.2024,2739184,1250333
102004009,10063082,495167,Schwizeren,401,9107 Urnäsch,3006,AR,real,True,23.07.2024,2738978,1239603
102004010,10030782,495306,Unterer Rütinecker,1237,9107 Urnäsch,3006,AR,real,True,23.07.2024,2735589,1236771
102004012,10053707,496633,Gerstgarten,1186,9056 Gais,3022,AR,real,True,23.07.2024,2753951,1247980
102004013,10031875,497082,Rehetobelstrasse,27,9037 Speicherschwendi,3023,AR,real,True,23.07.2024,2751365,1254926
102004014,10136263,502377,Rohnen,4,9411 Schachen b. Reute,3035,AR,real,True,23.07.2024,2760322,1254663
102004016,10067947,502292,Oberrüti,2,9411 Reute AR,3035,AR,real,True,23.07.2024,2760829,1254090
102004017,10190667,490500,Hintere Oberdorfstrasse,5,9100 Herisau,3001,AR,real,True,23.07.2024,2739248,1249891
102004023,10169411,498641,Engelgasse,214,9053 Teufen AR,3024,AR,real,True,23.07.2024,2747028,1250615
102004024,10118170,502702,Girtannen,255,9044 Wald AR,3036,AR,real,True,23.07.2024,2755116,1253317
102004025,10067952,502782,Grund,306,9044 Wald AR,3036,AR,real,True,23.07.2024,2756544,1253962
102004026,10067958,502627,Vordorf,579,9044 Wald AR,3036,AR,real,True,23.07.2024,2755148,1253915
102004027,10182134,502585,Ochsenwees,318,9044 Wald AR,3036,AR,real,True,23.07.2024,2754470,1253607
102004028,10109999,500178,Frauenrüti,6,9035 Grub AR,3031,AR,real,True,23.07.2024,2757057,1257462
102004029,10189287,499996,Halten,105,9035 Grub AR,3031,AR,real,True,23.07.2024,2755476,1256758
102004030,10031644,500105,Dorf,32,9035 Grub AR,3031,AR,real,True,23.07.2024,2756332,1257276
102004031,10031644,500114,Dorf,50,9035 Grub AR,3031,AR,real,True,23.07.2024,2756173,1257275
102004032,10189287,499987,Halten,120,9035 Grub AR,3031,AR,real,True,23.07.2024,2755151,1256647
102004033,10122090,500036,Hord,350,9035 Grub AR,3031,AR,real,True,23.07.2024,2756176,1257123
102004034,10103261,500123,Vorderdorf,385,9035 Grub AR,3031,AR,real,True,23.07.2024,2756428,1257379
102004035,10122090,500043,Hord,405,9035 Grub AR,3031,AR,real,True,23.07.2024,2756070,1257080
102004036,10067621,500021,Weiherwies,412,9035 Grub AR,3031,AR,real,True,23.07.2024,2755932,1257074
102004037,10103261,2007400,Vorderdorf,501,9035 Grub AR,3031,AR,real,True,23.07.2024,2756441,1257270
102004038,10030490,499356,Gfeld,1,9043 Trogen,3025,AR,real,True,23.07.2024,2752422,1252532
102004039,10159675,499402,Speicherstrasse,61,9043 Trogen,3025,AR,real,True,23.07.2024,2752259,1252400
102004040,10063157,499601,Bühlerstrasse,31,9043 Trogen,3025,AR,real,True,23.07.2024,2752744,1251437
102004041,10063157,499555,Bühlerstrasse,11,9043 Trogen,3025,AR,real,True,23.07.2024,2752870,1252330
102004042,10104791,499807,Rothusweid,1,9043 Trogen,3025,AR,real,True,23.07.2024,2754880,1252023
102004043,10091270,499856,Bach,14,9043 Trogen,3025,AR,real,True,23.07.2024,2755054,1252575
102004045,10030482,400008104,Bleichi,342a,9043 Trogen,3025,AR,real,True,23.07.2024,2753797,1252910
102004046,10030501,400008523,Sandegg,381a,9043 Trogen,3025,AR,real,True,23.07.2024,2754211,1252879
102004047,10030496,400008254,Noll,274a,9043 Trogen,3025,AR,real,True,23.07.2024,2754121,1251883
102004048,10118110,499903,Obere Neuschwendi,5,9043 Trogen,3025,AR,real,True,23.07.2024,2753572,1252428
102004049,10154099,499532,Altstätterstrasse,9,9043 Trogen,3025,AR,real,True,23.07.2024,2752912,1252509
102004050,10164089,190167515,Sonnenhalden,9,9043 Trogen,3025,AR,real,True,23.07.2024,2752323,1252580
102004051,10067619,500191,Salen,247,9035 Grub AR,3031,AR,real,True,23.07.2024,2756956,1256897
102004052,10031646,500070,Obere Hord,219,9035 Grub AR,3031,AR,real,True,23.07.2024,2756157,1256956
102004053,10103261,500120,Vorderdorf,383,9035 Grub AR,3031,AR,real,True,23.07.2024,2756386,1257380
102004054,10031646,3145552,Obere Hord,530,9035 Grub AR,3031,AR,real,True,23.07.2024,2756119,1257001
102004055,10031643,500152,Dicken,430,9035 Grub AR,3031,AR,real,True,23.07.2024,2756335,1257141
102004056,10182116,500230,Unterrechstein,291,9038 Rehetobel,3031,AR,real,True,23.07.2024,2756677,1255571
102004073,10121190,191254790,Rehweidstrasse,1255,9103 Schwellbrunn,3004,AR,real,True,23.07.2024,2735499,1245101
102004103,10118111,502271,Mohren,9,9411 Reute AR,3035,AR,real,True,23.07.2024,2761056,1252725
102004104,10205032,502263,Ahornstrasse,19,9411 Reute AR,3035,AR,real,True,23.07.2024,2760369,1252509
102004105,10089884,502453,Hirschberg,11,9411 Schachen b. Reute,3035,AR,real,True,23.07.2024,2759565,1255130
102004106,10089885,3075589,Schachen,18,9411 Schachen b. Reute,3035,AR,real,True,23.07.2024,2759859,1254960
102004111,10031644,500101,Dorf,39,9035 Grub AR,3031,AR,real,True,23.07.2024,2756288,1257342
102004112,10109999,500174,Frauenrüti,77,9035 Grub AR,3031,AR,real,True,23.07.2024,2757032,1257558
102004113,10189287,499995,Halten,106,9035 Grub AR,3031,AR,real,True,23.07.2024,2755450,1256749
102004114,10189287,499984,Halten,127,9035 Grub AR,3031,AR,real,True,23.07.2024,2755035,1256617
102004115,10031644,500082,Dorf,66,9035 Grub AR,3031,AR,real,True,23.07.2024,2756126,1257346
102004116,10189287,499986,Halten,122,9035 Grub AR,3031,AR,real,True,23.07.2024,2755124,1256636
102004117,10091281,499961,Hinterriemen,150,9035 Grub AR,3031,AR,real,True,23.07.2024,2754362,1256245
102004500,10067940,501663,St. Gallerstrasse,2,9038 Rehetobel,3034,AR,real,False,23.07.2024,2754229,1254835
102004501,10187892,493604,Sonnhalde,782,9103 Schwellbrunn,3004,AR,real,True,23.07.2024,2737083,1246450
102004504,10031890,497556,Kirchrain,3,9042 Speicher,3023,AR,real,True,23.07.2024,2751450,1253242
102004505,10030502,499639,Schopfacker,5,9043 Trogen,3025,AR,real,True,23.07.2024,2752999,1252906
102004510,10046641,492436,Rietwisstrasse,13,9100 Herisau,3001,AR,real,False,23.07.2024,2737740,1251484
102004511,10030626,493645,Dorf,57,9103 Schwellbrunn,3004,AR,real,True,23.07.2024,2736765,1246087
102004512,10031785,493711,Sommertal,820,9103 Schwellbrunn,3004,AR,real,True,23.07.2024,2736494,1246385
102004513,10030628,493767,Ettenberg,221,9103 Schwellbrunn,3004,AR,real,True,23.07.2024,2737772,1244604
102004514,10117749,495297,Chäseren,770,9107 Urnäsch,3006,AR,real,True,23.07.2024,2734896,1241175
102004515,10090175,497097,Hinter dem Ack,12,9037 Speicherschwendi,3023,AR,real,True,23.07.2024,2751532,1254746
102004516,10031891,497242,Kohlhalden,38,9042 Speicher,3023,AR,real,True,23.07.2024,2751589,1254025
102004517,10185339,498071,Schulhausstrasse,4,9052 Niederteufen,3024,AR,real,True,23.07.2024,2745332,1251153
102004518,10031644,500078,Dorf,61,9035 Grub AR,3031,AR,real,True,23.07.2024,2756072,1257314
102004519,10031656,500420,Bahnhofstrasse,27,9410 Heiden,3032,AR,real,True,23.07.2024,2758161,1257225
102004520,10122095,502558,Unterdorf,8,9044 Wald AR,3036,AR,real,True,23.07.2024,2754587,1253610
102004521,10122095,502567,Unterdorf,17,9044 Wald AR,3036,AR,real,True,23.07.2024,2754574,1253519
102004525,10032212,498458,Bubenrüti,914,9053 Teufen AR,3024,AR,real,True,23.07.2024,2746686,1251674
102004526,10063081,495264,Untere Schurtanne,708,9107 Urnäsch,3006,AR,real,True,23.07.2024,2736693,1240849
102004527,10046642,500993,Sägewiesstrasse,4,9410 Heiden,3032,AR,real,True,23.07.2024,2758157,1256076
102004528,10030490,499369,Gfeld,13,9043 Trogen,3025,AR,real,True,23.07.2024,2752388,1252353
102004529,10031947,495686,Unterwaldstatt,9,9104 Waldstatt,3007,AR,real,True,23.07.2024,2739833,1246120
102004530,10191761,499914,Äusserer Unterstadel,1,9043 Trogen,3025,AR,real,True,23.07.2024,2754146,1252248
102004531,10185284,3145543,Ochsenwiese,541,9035 Grub AR,3031,AR,real,True,23.07.2024,2756288,1257391
102004537,10031668,500749,Im Brand,10,9410 Heiden,3032,AR,real,True,23.07.2024,2758177,1256759
102004540,10030178,498017,Battenhusstrasse,7,9062 Lustmühle,3024,AR,real,True,23.07.2024,2744940,1251597
102004542,10185314,495152,Schwantelen,370,9107 Urnäsch,3006,AR,real,True,23.07.2024,2738813,1240619
102004543,10129822,494500,Scheidweghalde,2,9107 Urnäsch,3006,AR,real,True,23.07.2024,2739090,1242125
102004544,10122273,494851,Dürrhalde,20,9107 Urnäsch,3006,AR,real,True,23.07.2024,2739184,1242530
102004545,10103254,498742,Bächlistrasse,23,9053 Teufen AR,3024,AR,real,True,23.07.2024,2747141,1250263
102004546,10129732,498764,Grünaustrasse,8,9053 Teufen AR,3024,AR,real,True,23.07.2024,2747309,1250460
102004548,10091271,499711,Blatten,5,9043 Trogen,3025,AR,real,True,23.07.2024,2753284,1253482
102004549,10223116,499214,Nord,1095,9053 Teufen AR,3024,AR,real,True,23.07.2024,2749149,1251056
102004550,10067897,499326,Speicherstrasse,58,9053 Teufen AR,3024,AR,real,True,23.07.2024,2748073,1251022
102004551,10090187,3145438,Blattenstrasse,25,9052 Niederteufen,3024,AR,real,True,23.07.2024,2746093,1250859
102004552,10030482,499832,Bleichi,13,9043 Trogen,3025,AR,real,True,23.07.2024,2753567,1252785
102004553,10030503,499882,Schwendi,2,9043 Trogen,3025,AR,real,True,23.07.2024,2754402,1252709
102004554,10031642,500027,Chreitobel,86,9035 Grub AR,3031,AR,real,True,23.07.2024,2755993,1257085
102004555,10103261,500138,Vorderdorf,448,9035 Grub AR,3031,AR,real,True,23.07.2024,2756437,1257413
102004556,10067618,500220,Oberrechstein,278,9038 Rehetobel,3031,AR,real,True,23.07.2024,2756235,1255372
102004557,10031644,500100,Dorf,42,9035 Grub AR,3031,AR,real,True,23.07.2024,2756263,1257342
102004558,10030949,500297,Thalerstrasse,32,9410 Heiden,3032,AR,real,True,23.07.2024,2758403,1258411
102004560,10030661,500807,Poststrasse,9,9410 Heiden,3032,AR,real,True,23.07.2024,2758168,1256918
102004561,10118111,502248,Mohren,2,9411 Reute AR,3035,AR,real,True,23.07.2024,2761214,1252935
102004562,10067956,502692,Schachen,245,9044 Wald AR,3036,AR,real,True,23.07.2024,2755028,1252871
102004563,10067975,503648,Halden,290,9427 Wolfhalden,3038,AR,real,True,23.07.2024,2759594,1258771
102004564,10029640,504195,Mühltobel,481,9427 Wolfhalden,3038,AR,real,True,23.07.2024,2760117,1258162
102004568,10031659,500618,Bühlen,8,9410 Heiden,3032,AR,real,True,23.07.2024,2757306,1255944
102004571,10067623,501088,Badstrasse,11,9410 Heiden,3032,AR,real,True,23.07.2024,2757693,1256954
102004572,10030665,501034,Schützengasse,7,9410 Heiden,3032,AR,real,True,23.07.2024,2757730,1256604
102004573,10031670,501239,Langmoosstrasse,29,9410 Heiden,3032,AR,real,True,23.07.2024,2758678,1256305
102004574,10091296,501273,Nelkenweg,3,9410 Heiden,3032,AR,real,True,23.07.2024,2757507,1257286
102004575,10031666,501261,Hinterbissaustrasse,62,9410 Heiden,3032,AR,real,True,23.07.2024,2757921,1256095
102004576,10030661,501187,Poststrasse,35,9410 Heiden,3032,AR,real,True,23.07.2024,2757841,1257066
102004577,10030957,501559,Tolen,43,9405 Wienacht-Tobel,3033,AR,real,True,23.07.2024,2757794,1259197
102004579,10091570,501424,Engelgass,567,9426 Lutzenberg,3033,AR,real,True,23.07.2024,2761921,1258785
102004583,10128734,494588,Herisauerstrasse,2,9107 Urnäsch,3006,AR,real,True,23.07.2024,2739549,1242423
102004587,10180896,492589,Bachstrasse,35,9100 Herisau,3001,AR,real,True,23.07.2024,2739137,1250097
